,bank,ltv,amount,rate,zip,city
7417,Des Moines,0.8,217600,0.04,62908,Belknap
7418,Des Moines,0.9,250900,0.0475,62910,Brookport
7419,Des Moines,0.9,250900,0.0475,62953,Joppa
7420,Des Moines,0.9,250900,0.0475,62960,Metropolis
7421,Des Moines,0.9,250900,0.0475,62908,Belknap
7422,Des Moines,0.95,332405,0.0463,62910,Brookport
7423,Des Moines,0.95,332405,0.0463,62953,Joppa
7424,Des Moines,0.95,332405,0.0463,62960,Metropolis
7425,Des Moines,0.95,332405,0.0463,62908,Belknap
7426,Chicago,0.47,218500,0.045,62910,Brookport
7427,Chicago,0.47,218500,0.045,62953,Joppa
7428,Chicago,0.47,218500,0.045,62960,Metropolis
7429,Chicago,0.47,218500,0.045,62908,Belknap
7430,Des Moines,0.64,179000,0.0475,62910,Brookport
7431,Des Moines,0.64,179000,0.0475,62953,Joppa
7432,Des Moines,0.64,179000,0.0475,62960,Metropolis
7433,Des Moines,0.64,179000,0.0475,62908,Belknap
7434,Des Moines,0.8,283040,0.0438,62910,Brookport
7435,Des Moines,0.8,283040,0.0438,62953,Joppa
7436,Des Moines,0.8,283040,0.0438,62960,Metropolis
7437,Des Moines,0.8,283040,0.0438,62908,Belknap
7438,Des Moines,0.8,368000,0.05,62910,Brookport
7439,Des Moines,0.8,368000,0.05,62953,Joppa
7440,Des Moines,0.8,368000,0.05,62960,Metropolis
7441,Des Moines,0.8,368000,0.05,62908,Belknap
7442,Des Moines,0.95,180500,0.0438,62910,Brookport
7443,Des Moines,0.95,180500,0.0438,62953,Joppa
7444,Des Moines,0.95,180500,0.0438,62960,Metropolis
7445,Des Moines,0.95,180500,0.0438,62908,Belknap
7446,Des Moines,0.8,207920,0.0438,62910,Brookport
7447,Des Moines,0.8,207920,0.0438,62953,Joppa
7448,Des Moines,0.8,207920,0.0438,62960,Metropolis
7449,Des Moines,0.8,207920,0.0438,62908,Belknap
7450,Des Moines,0.95,99750,0.0413,62910,Brookport
7451,Des Moines,0.95,99750,0.0413,62953,Joppa
7452,Des Moines,0.95,99750,0.0413,62960,Metropolis
7453,Des Moines,0.95,99750,0.0413,62908,Belknap
7454,Des Moines,0.59,230000,0.0475,62910,Brookport
7455,Des Moines,0.59,230000,0.0475,62953,Joppa
7456,Des Moines,0.59,230000,0.0475,62960,Metropolis
7457,Des Moines,0.59,230000,0.0475,62908,Belknap
7458,Des Moines,0.77,217848,0.0425,62910,Brookport
7459,Des Moines,0.77,217848,0.0425,62953,Joppa
7460,Des Moines,0.77,217848,0.0425,62960,Metropolis
7461,Des Moines,0.77,217848,0.0425,62908,Belknap
7462,Des Moines,0.78,274400,0.045,62910,Brookport
7463,Des Moines,0.78,274400,0.045,62953,Joppa
7464,Des Moines,0.78,274400,0.045,62960,Metropolis
7465,Des Moines,0.78,274400,0.045,62908,Belknap
7466,Des Moines,0.8,392000,0.0413,62910,Brookport
7467,Des Moines,0.8,392000,0.0413,62953,Joppa
7468,Des Moines,0.8,392000,0.0413,62960,Metropolis
7469,Des Moines,0.8,392000,0.0413,62908,Belknap
7470,Des Moines,0.8,195200,0.0463,62910,Brookport
7471,Des Moines,0.8,195200,0.0463,62953,Joppa
7472,Des Moines,0.8,195200,0.0463,62960,Metropolis
7473,Des Moines,0.8,195200,0.0463,62908,Belknap
7474,Des Moines,0.74,236000,0.0463,62910,Brookport
7475,Des Moines,0.74,236000,0.0463,62953,Joppa
7476,Des Moines,0.74,236000,0.0463,62960,Metropolis
7477,Des Moines,0.74,236000,0.0463,62908,Belknap
7478,Des Moines,0.63,226000,0.0438,62910,Brookport
7479,Des Moines,0.63,226000,0.0438,62953,Joppa
7480,Des Moines,0.63,226000,0.0438,62960,Metropolis
7481,Des Moines,0.63,226000,0.0438,62908,Belknap
7482,Des Moines,0.6,143000,0.0463,62910,Brookport
7483,Des Moines,0.6,143000,0.0463,62953,Joppa
7484,Des Moines,0.6,143000,0.0463,62960,Metropolis
7485,Des Moines,0.6,143000,0.0463,62908,Belknap
7486,Cincinnati,0.8,240000,0.0475,62910,Brookport
7487,Cincinnati,0.8,240000,0.0475,62953,Joppa
7488,Cincinnati,0.8,240000,0.0475,62960,Metropolis
7489,Cincinnati,0.8,240000,0.0475,62908,Belknap
7490,Cincinnati,0.8,420000,0.0425,62910,Brookport
7491,Cincinnati,0.8,420000,0.0425,62953,Joppa
7492,Cincinnati,0.8,420000,0.0425,62960,Metropolis
7493,Cincinnati,0.8,420000,0.0425,62908,Belknap
7494,Chicago,0.71,425150,0.05,62910,Brookport
7495,Chicago,0.71,425150,0.05,62953,Joppa
7496,Chicago,0.71,425150,0.05,62960,Metropolis
7497,Chicago,0.71,425150,0.05,62908,Belknap
7498,Des Moines,0.51,175000,0.0475,62910,Brookport
7499,Des Moines,0.51,175000,0.0475,62953,Joppa
7500,Des Moines,0.51,175000,0.0475,62960,Metropolis
7501,Des Moines,0.51,175000,0.0475,62908,Belknap
7502,Des Moines,0.71,275000,0.0463,62688,Tallula
7503,Des Moines,0.71,275000,0.0463,62613,Athens
7504,Des Moines,0.71,275000,0.0463,62642,Greenview
7505,Des Moines,0.71,275000,0.0463,62673,Oakford
7506,Des Moines,0.71,275000,0.0463,62675,Petersburg
7507,Chicago,0.8,236000,0.0525,62695,Woodson
7508,Chicago,0.8,236000,0.0525,62692,Waverly
7509,Chicago,0.8,236000,0.0525,62665,Meredosia
7510,Chicago,0.8,236000,0.0525,62601,Alexander
7511,Chicago,0.8,236000,0.0525,62668,Murrayville
7512,Chicago,0.8,236000,0.0525,62631,Concord
7513,Chicago,0.8,236000,0.0525,62650,Jacksonville
7514,Chicago,0.8,236000,0.0525,62638,Franklin
7515,Chicago,0.8,236000,0.0525,62628,Chapin
7516,Atlanta,0.9,103030,0.0463,62695,Woodson
7517,Atlanta,0.9,103030,0.0463,62692,Waverly
7518,Atlanta,0.9,103030,0.0463,62665,Meredosia
7519,Atlanta,0.9,103030,0.0463,62601,Alexander
7520,Atlanta,0.9,103030,0.0463,62668,Murrayville
7521,Atlanta,0.9,103030,0.0463,62631,Concord
7522,Atlanta,0.9,103030,0.0463,62650,Jacksonville
7523,Atlanta,0.9,103030,0.0463,62638,Franklin
7524,Atlanta,0.9,103030,0.0463,62628,Chapin
7525,Pittsburgh,0.77,192000,0.0413,62695,Woodson
7526,Pittsburgh,0.77,192000,0.0413,62692,Waverly
7527,Pittsburgh,0.77,192000,0.0413,62665,Meredosia
7528,Pittsburgh,0.77,192000,0.0413,62601,Alexander
7529,Pittsburgh,0.77,192000,0.0413,62668,Murrayville
7530,Pittsburgh,0.77,192000,0.0413,62631,Concord
7531,Pittsburgh,0.77,192000,0.0413,62650,Jacksonville
7532,Pittsburgh,0.77,192000,0.0413,62638,Franklin
7533,Pittsburgh,0.77,192000,0.0413,62628,Chapin
7534,Pittsburgh,0.8,104000,0.045,62695,Woodson
7535,Pittsburgh,0.8,104000,0.045,62692,Waverly
7536,Pittsburgh,0.8,104000,0.045,62665,Meredosia
7537,Pittsburgh,0.8,104000,0.045,62601,Alexander
7538,Pittsburgh,0.8,104000,0.045,62668,Murrayville
7539,Pittsburgh,0.8,104000,0.045,62631,Concord
7540,Pittsburgh,0.8,104000,0.045,62650,Jacksonville
7541,Pittsburgh,0.8,104000,0.045,62638,Franklin
7542,Pittsburgh,0.8,104000,0.045,62628,Chapin
7543,Pittsburgh,0.95,232750,0.0488,62695,Woodson
7544,Pittsburgh,0.95,232750,0.0488,62692,Waverly
7545,Pittsburgh,0.95,232750,0.0488,62665,Meredosia
7546,Pittsburgh,0.95,232750,0.0488,62601,Alexander
7547,Pittsburgh,0.95,232750,0.0488,62668,Murrayville
7548,Pittsburgh,0.95,232750,0.0488,62631,Concord
7549,Pittsburgh,0.95,232750,0.0488,62650,Jacksonville
7550,Pittsburgh,0.95,232750,0.0488,62638,Franklin
7551,Pittsburgh,0.95,232750,0.0488,62628,Chapin
7552,Indianapolis,0.85,100725,0.04,61951,Sullivan
7553,Indianapolis,0.85,100725,0.04,61937,Lovington
7554,Indianapolis,0.85,100725,0.04,61928,Gays
7555,Indianapolis,0.85,100725,0.04,61914,Bethany
7556,Indianapolis,0.85,100725,0.04,61925,Dalton City
7557,Cincinnati,0.79,89600,0.045,61951,Sullivan
7558,Cincinnati,0.79,89600,0.045,61937,Lovington
7559,Cincinnati,0.79,89600,0.045,61928,Gays
7560,Cincinnati,0.79,89600,0.045,61914,Bethany
7561,Cincinnati,0.79,89600,0.045,61925,Dalton City
7562,Cincinnati,0.8,168000,0.05,61951,Sullivan
7563,Cincinnati,0.8,168000,0.05,61937,Lovington
7564,Cincinnati,0.8,168000,0.05,61928,Gays
7565,Cincinnati,0.8,168000,0.05,61914,Bethany
7566,Cincinnati,0.8,168000,0.05,61925,Dalton City
7567,Pittsburgh,0.95,338200,0.0499,62928,Eddyville
7568,Pittsburgh,0.95,338200,0.0499,62938,Golconda
7569,Pittsburgh,0.95,338200,0.0499,62943,Grantsburg
7570,Pittsburgh,0.74,216000,0.0449,62928,Eddyville
7571,Pittsburgh,0.74,216000,0.0449,62938,Golconda
7572,Pittsburgh,0.74,216000,0.0449,62943,Grantsburg
7573,Indianapolis,0.8,380000,0.0438,62928,Eddyville
7574,Indianapolis,0.8,380000,0.0438,62938,Golconda
7575,Indianapolis,0.8,380000,0.0438,62943,Grantsburg
7576,Chicago,0.55,110000,0.0475,62928,Eddyville
7577,Chicago,0.55,110000,0.0475,62938,Golconda
7578,Chicago,0.55,110000,0.0475,62943,Grantsburg
7579,Atlanta,1.0,299570,0.035,62928,Eddyville
7580,Atlanta,1.0,299570,0.035,62938,Golconda
7581,Atlanta,1.0,299570,0.035,62943,Grantsburg
7582,Dallas,0.85,259250,0.045,46701,Albion
7583,Dallas,0.85,259250,0.045,46784,Rome City
7584,Dallas,0.85,259250,0.045,46794,Wawaka
7585,Dallas,0.85,259250,0.045,46732,Cromwell
7586,Dallas,0.85,259250,0.045,46760,Kimmell
7587,Dallas,0.85,259250,0.045,46763,Laotto
7588,Dallas,0.85,259250,0.045,46710,Avilla
7589,Dallas,0.85,259250,0.045,46767,Ligonier
7590,Dallas,0.85,259250,0.045,46755,Kendallville
7591,Des Moines,0.8,54000,0.045,47454,Paoli
7592,Des Moines,0.8,54000,0.045,47452,Orleans
7593,Des Moines,0.8,54000,0.045,47469,West Baden Springs
7594,Chicago,0.98,80808,0.05,47454,Paoli
7595,Chicago,0.98,80808,0.05,47452,Orleans
7596,Chicago,0.98,80808,0.05,47469,West Baden Springs
7597,Indianapolis,0.88,150000,0.0475,47868,Poland
7598,Indianapolis,0.88,150000,0.0475,47431,Freedom
7599,Indianapolis,0.88,150000,0.0475,47455,Patricksburg
7600,Indianapolis,0.88,150000,0.0475,47833,Bowling Green
7601,Indianapolis,0.88,150000,0.0475,47460,Spencer
7602,Indianapolis,0.88,150000,0.0475,47427,Coal City
7603,Chicago,0.5,160000,0.045,47868,Poland
7604,Chicago,0.5,160000,0.045,47431,Freedom
7605,Chicago,0.5,160000,0.045,47455,Patricksburg
7606,Chicago,0.5,160000,0.045,47833,Bowling Green
7607,Chicago,0.5,160000,0.045,47460,Spencer
7608,Chicago,0.5,160000,0.045,47427,Coal City
7609,Des Moines,0.8,237600,0.0438,47868,Poland
7610,Des Moines,0.8,237600,0.0438,47431,Freedom
7611,Des Moines,0.8,237600,0.0438,47455,Patricksburg
7612,Des Moines,0.8,237600,0.0438,47833,Bowling Green
7613,Des Moines,0.8,237600,0.0438,47460,Spencer
7614,Des Moines,0.8,237600,0.0438,47427,Coal City
7615,Des Moines,0.95,213750,0.0475,47868,Poland
7616,Des Moines,0.95,213750,0.0475,47431,Freedom
7617,Des Moines,0.95,213750,0.0475,47455,Patricksburg
7618,Des Moines,0.95,213750,0.0475,47833,Bowling Green
7619,Des Moines,0.95,213750,0.0475,47460,Spencer
7620,Des Moines,0.95,213750,0.0475,47427,Coal City
7621,Des Moines,0.8,222400,0.0425,47868,Poland
7622,Des Moines,0.8,222400,0.0425,47431,Freedom
7623,Des Moines,0.8,222400,0.0425,47455,Patricksburg
7624,Des Moines,0.8,222400,0.0425,47833,Bowling Green
7625,Des Moines,0.8,222400,0.0425,47460,Spencer
7626,Des Moines,0.8,222400,0.0425,47427,Coal City
7627,Chicago,0.65,290000,0.045,47868,Poland
7628,Chicago,0.65,290000,0.045,47431,Freedom
7629,Chicago,0.65,290000,0.045,47455,Patricksburg
7630,Chicago,0.65,290000,0.045,47833,Bowling Green
7631,Chicago,0.65,290000,0.045,47460,Spencer
7632,Chicago,0.65,290000,0.045,47427,Coal City
7633,Chicago,0.9,147600,0.0513,47868,Poland
7634,Chicago,0.9,147600,0.0513,47431,Freedom
7635,Chicago,0.9,147600,0.0513,47455,Patricksburg
7636,Chicago,0.9,147600,0.0513,47833,Bowling Green
7637,Chicago,0.9,147600,0.0513,47460,Spencer
7638,Chicago,0.9,147600,0.0513,47427,Coal City
7639,Des Moines,0.8,197600,0.0438,47868,Poland
7640,Des Moines,0.8,197600,0.0438,47431,Freedom
7641,Des Moines,0.8,197600,0.0438,47455,Patricksburg
7642,Des Moines,0.8,197600,0.0438,47833,Bowling Green
7643,Des Moines,0.8,197600,0.0438,47460,Spencer
7644,Des Moines,0.8,197600,0.0438,47427,Coal City
7645,Des Moines,0.8,397076,0.0388,47868,Poland
7646,Des Moines,0.8,397076,0.0388,47431,Freedom
7647,Des Moines,0.8,397076,0.0388,47455,Patricksburg
7648,Des Moines,0.8,397076,0.0388,47833,Bowling Green
7649,Des Moines,0.8,397076,0.0388,47460,Spencer
7650,Des Moines,0.8,397076,0.0388,47427,Coal City
7651,Des Moines,0.67,232000,0.045,47868,Poland
7652,Des Moines,0.67,232000,0.045,47431,Freedom
7653,Des Moines,0.67,232000,0.045,47455,Patricksburg
7654,Des Moines,0.67,232000,0.045,47833,Bowling Green
7655,Des Moines,0.67,232000,0.045,47460,Spencer
7656,Des Moines,0.67,232000,0.045,47427,Coal City
7657,Des Moines,0.84,147500,0.045,47868,Poland
7658,Des Moines,0.84,147500,0.045,47431,Freedom
7659,Des Moines,0.84,147500,0.045,47455,Patricksburg
7660,Des Moines,0.84,147500,0.045,47833,Bowling Green
7661,Des Moines,0.84,147500,0.045,47460,Spencer
7662,Des Moines,0.84,147500,0.045,47427,Coal City
7663,Chicago,0.8,221012,0.0463,47868,Poland
7664,Chicago,0.8,221012,0.0463,47431,Freedom
7665,Chicago,0.8,221012,0.0463,47455,Patricksburg
7666,Chicago,0.8,221012,0.0463,47833,Bowling Green
7667,Chicago,0.8,221012,0.0463,47460,Spencer
7668,Chicago,0.8,221012,0.0463,47427,Coal City
7669,Des Moines,0.75,285000,0.0375,47868,Poland
7670,Des Moines,0.75,285000,0.0375,47431,Freedom
7671,Des Moines,0.75,285000,0.0375,47455,Patricksburg
7672,Des Moines,0.75,285000,0.0375,47833,Bowling Green
7673,Des Moines,0.75,285000,0.0375,47460,Spencer
7674,Des Moines,0.75,285000,0.0375,47427,Coal City
7675,Chicago,0.75,176250,0.0438,47868,Poland
7676,Chicago,0.75,176250,0.0438,47431,Freedom
7677,Chicago,0.75,176250,0.0438,47455,Patricksburg
7678,Chicago,0.75,176250,0.0438,47833,Bowling Green
7679,Chicago,0.75,176250,0.0438,47460,Spencer
7680,Chicago,0.75,176250,0.0438,47427,Coal City
7681,Chicago,0.75,216000,0.045,47868,Poland
7682,Chicago,0.75,216000,0.045,47431,Freedom
7683,Chicago,0.75,216000,0.045,47455,Patricksburg
7684,Chicago,0.75,216000,0.045,47833,Bowling Green
7685,Chicago,0.75,216000,0.045,47460,Spencer
7686,Chicago,0.75,216000,0.045,47427,Coal City
7687,Des Moines,0.77,199900,0.045,47868,Poland
7688,Des Moines,0.77,199900,0.045,47431,Freedom
7689,Des Moines,0.77,199900,0.045,47455,Patricksburg
7690,Des Moines,0.77,199900,0.045,47833,Bowling Green
7691,Des Moines,0.77,199900,0.045,47460,Spencer
7692,Des Moines,0.77,199900,0.045,47427,Coal City
7693,Des Moines,0.8,297600,0.0363,47868,Poland
7694,Des Moines,0.8,297600,0.0363,47431,Freedom
7695,Des Moines,0.8,297600,0.0363,47455,Patricksburg
7696,Des Moines,0.8,297600,0.0363,47833,Bowling Green
7697,Des Moines,0.8,297600,0.0363,47460,Spencer
7698,Des Moines,0.8,297600,0.0363,47427,Coal City
7699,Des Moines,0.8,282400,0.0413,47868,Poland
7700,Des Moines,0.8,282400,0.0413,47431,Freedom
7701,Des Moines,0.8,282400,0.0413,47455,Patricksburg
7702,Des Moines,0.8,282400,0.0413,47833,Bowling Green
7703,Des Moines,0.8,282400,0.0413,47460,Spencer
7704,Des Moines,0.8,282400,0.0413,47427,Coal City
7705,Chicago,0.75,220000,0.0413,47868,Poland
7706,Chicago,0.75,220000,0.0413,47431,Freedom
7707,Chicago,0.75,220000,0.0413,47455,Patricksburg
7708,Chicago,0.75,220000,0.0413,47833,Bowling Green
7709,Chicago,0.75,220000,0.0413,47460,Spencer
7710,Chicago,0.75,220000,0.0413,47427,Coal City
7711,Des Moines,0.8,148000,0.0438,47868,Poland
7712,Des Moines,0.8,148000,0.0438,47431,Freedom
7713,Des Moines,0.8,148000,0.0438,47455,Patricksburg
7714,Des Moines,0.8,148000,0.0438,47833,Bowling Green
7715,Des Moines,0.8,148000,0.0438,47460,Spencer
7716,Des Moines,0.8,148000,0.0438,47427,Coal City
7717,Des Moines,0.8,178000,0.0463,47868,Poland
7718,Des Moines,0.8,178000,0.0463,47431,Freedom
7719,Des Moines,0.8,178000,0.0463,47455,Patricksburg
7720,Des Moines,0.8,178000,0.0463,47833,Bowling Green
7721,Des Moines,0.8,178000,0.0463,47460,Spencer
7722,Des Moines,0.8,178000,0.0463,47427,Coal City
7723,Indianapolis,0.63,200000,0.0388,47868,Poland
7724,Indianapolis,0.63,200000,0.0388,47431,Freedom
7725,Indianapolis,0.63,200000,0.0388,47455,Patricksburg
7726,Indianapolis,0.63,200000,0.0388,47833,Bowling Green
7727,Indianapolis,0.63,200000,0.0388,47460,Spencer
7728,Indianapolis,0.63,200000,0.0388,47427,Coal City
7729,Chicago,0.9,229410,0.045,47868,Poland
7730,Chicago,0.9,229410,0.045,47431,Freedom
7731,Chicago,0.9,229410,0.045,47455,Patricksburg
7732,Chicago,0.9,229410,0.045,47833,Bowling Green
7733,Chicago,0.9,229410,0.045,47460,Spencer
7734,Chicago,0.9,229410,0.045,47427,Coal City
7735,Des Moines,0.79,249000,0.05,47868,Poland
7736,Des Moines,0.79,249000,0.05,47431,Freedom
7737,Des Moines,0.79,249000,0.05,47455,Patricksburg
7738,Des Moines,0.79,249000,0.05,47833,Bowling Green
7739,Des Moines,0.79,249000,0.05,47460,Spencer
7740,Des Moines,0.79,249000,0.05,47427,Coal City
7741,Des Moines,0.54,221863,0.0413,47868,Poland
7742,Des Moines,0.54,221863,0.0413,47431,Freedom
7743,Des Moines,0.54,221863,0.0413,47455,Patricksburg
7744,Des Moines,0.54,221863,0.0413,47833,Bowling Green
7745,Des Moines,0.54,221863,0.0413,47460,Spencer
7746,Des Moines,0.54,221863,0.0413,47427,Coal City
7747,Des Moines,0.63,324205,0.0463,47868,Poland
7748,Des Moines,0.63,324205,0.0463,47431,Freedom
7749,Des Moines,0.63,324205,0.0463,47455,Patricksburg
7750,Des Moines,0.63,324205,0.0463,47833,Bowling Green
7751,Des Moines,0.63,324205,0.0463,47460,Spencer
7752,Des Moines,0.63,324205,0.0463,47427,Coal City
7753,Des Moines,0.8,205600,0.0438,47868,Poland
7754,Des Moines,0.8,205600,0.0438,47431,Freedom
7755,Des Moines,0.8,205600,0.0438,47455,Patricksburg
7756,Des Moines,0.8,205600,0.0438,47833,Bowling Green
7757,Des Moines,0.8,205600,0.0438,47460,Spencer
7758,Des Moines,0.8,205600,0.0438,47427,Coal City
7759,Des Moines,0.8,162400,0.0463,47868,Poland
7760,Des Moines,0.8,162400,0.0463,47431,Freedom
7761,Des Moines,0.8,162400,0.0463,47455,Patricksburg
7762,Des Moines,0.8,162400,0.0463,47833,Bowling Green
7763,Des Moines,0.8,162400,0.0463,47460,Spencer
7764,Des Moines,0.8,162400,0.0463,47427,Coal City
7765,Des Moines,0.44,155000,0.0438,47868,Poland
7766,Des Moines,0.44,155000,0.0438,47431,Freedom
7767,Des Moines,0.44,155000,0.0438,47455,Patricksburg
7768,Des Moines,0.44,155000,0.0438,47833,Bowling Green
7769,Des Moines,0.44,155000,0.0438,47460,Spencer
7770,Des Moines,0.44,155000,0.0438,47427,Coal City
7771,Des Moines,0.63,340000,0.0438,47868,Poland
7772,Des Moines,0.63,340000,0.0438,47431,Freedom
7773,Des Moines,0.63,340000,0.0438,47455,Patricksburg
7774,Des Moines,0.63,340000,0.0438,47833,Bowling Green
7775,Des Moines,0.63,340000,0.0438,47460,Spencer
7776,Des Moines,0.63,340000,0.0438,47427,Coal City
7777,Des Moines,0.9,193500,0.0438,47868,Poland
7778,Des Moines,0.9,193500,0.0438,47431,Freedom
7779,Des Moines,0.9,193500,0.0438,47455,Patricksburg
7780,Des Moines,0.9,193500,0.0438,47833,Bowling Green
7781,Des Moines,0.9,193500,0.0438,47460,Spencer
7782,Des Moines,0.9,193500,0.0438,47427,Coal City
7783,Des Moines,0.8,81200,0.045,47868,Poland
7784,Des Moines,0.8,81200,0.045,47431,Freedom
7785,Des Moines,0.8,81200,0.045,47455,Patricksburg
7786,Des Moines,0.8,81200,0.045,47833,Bowling Green
7787,Des Moines,0.8,81200,0.045,47460,Spencer
7788,Des Moines,0.8,81200,0.045,47427,Coal City
7789,Des Moines,0.8,261600,0.0475,47633,Poseyville
7790,Des Moines,0.8,261600,0.0475,47631,New Harmony
7791,Des Moines,0.8,261600,0.0475,47620,Mount Vernon
7792,Des Moines,0.8,261600,0.0475,47616,Griffin
7793,Des Moines,0.8,261600,0.0475,47612,Cynthiana
7794,Des Moines,0.8,261600,0.0475,47638,Wadesville
7795,Des Moines,0.75,195000,0.045,47633,Poseyville
7796,Des Moines,0.75,195000,0.045,47631,New Harmony
7797,Des Moines,0.75,195000,0.045,47620,Mount Vernon
7798,Des Moines,0.75,195000,0.045,47616,Griffin
7799,Des Moines,0.75,195000,0.045,47612,Cynthiana
7800,Des Moines,0.75,195000,0.045,47638,Wadesville
7801,Topeka,0.8,224000,0.0475,46985,Star City
7802,Topeka,0.8,224000,0.0475,47946,Francesville
7803,Topeka,0.8,224000,0.0475,47957,Medaryville
7804,Topeka,0.8,224000,0.0475,46960,Monterey
7805,Topeka,0.8,224000,0.0475,46996,Winamac
7806,Topeka,0.5,187500,0.04,46985,Star City
7807,Topeka,0.5,187500,0.04,47946,Francesville
7808,Topeka,0.5,187500,0.04,47957,Medaryville
7809,Topeka,0.5,187500,0.04,46960,Monterey
7810,Topeka,0.5,187500,0.04,46996,Winamac
7811,Topeka,0.6,120700,0.0475,46985,Star City
7812,Topeka,0.6,120700,0.0475,47946,Francesville
7813,Topeka,0.6,120700,0.0475,47957,Medaryville
7814,Topeka,0.6,120700,0.0475,46960,Monterey
7815,Topeka,0.6,120700,0.0475,46996,Winamac
7816,Topeka,0.65,120000,0.0425,46985,Star City
7817,Topeka,0.65,120000,0.0425,47946,Francesville
7818,Topeka,0.65,120000,0.0425,47957,Medaryville
7819,Topeka,0.65,120000,0.0425,46960,Monterey
7820,Topeka,0.65,120000,0.0425,46996,Winamac
7821,Atlanta,0.7,152475,0.0425,47037,Osgood
7822,Atlanta,0.7,152475,0.0425,47042,Versailles
7823,Atlanta,0.7,152475,0.0425,47017,Cross Plains
7824,Atlanta,0.7,152475,0.0425,47006,Batesville
7825,Atlanta,0.7,152475,0.0425,47023,Holton
7826,Atlanta,0.7,152475,0.0425,47034,Napoleon
7827,Atlanta,0.7,152475,0.0425,47031,Milan
7828,Atlanta,0.7,152475,0.0425,47041,Sunman
7829,Indianapolis,0.75,88500,0.0438,50049,Chariton
7830,Indianapolis,0.75,88500,0.0438,50272,Williamson
7831,Indianapolis,0.75,88500,0.0438,50238,Russell
7832,Indianapolis,0.75,88500,0.0438,50151,Lucas
7833,Indianapolis,0.75,88500,0.0438,50068,Derby
7834,Topeka,0.91,99831,0.0463,51241,Larchwood
7835,Topeka,0.91,99831,0.0463,51242,Lester
7836,Topeka,0.91,99831,0.0463,51243,Little Rock
7837,Topeka,0.91,99831,0.0463,51237,George
7838,Topeka,0.91,99831,0.0463,51235,Doon
7839,Topeka,0.91,99831,0.0463,51246,Rock Rapids
7840,Topeka,0.91,99831,0.0463,51230,Alvord
7841,Topeka,0.91,99831,0.0463,51240,Inwood
7842,Des Moines,0.8,160000,0.045,51241,Larchwood
7843,Des Moines,0.8,160000,0.045,51242,Lester
7844,Des Moines,0.8,160000,0.045,51243,Little Rock
7845,Des Moines,0.8,160000,0.045,51237,George
7846,Des Moines,0.8,160000,0.045,51235,Doon
7847,Des Moines,0.8,160000,0.045,51246,Rock Rapids
7848,Des Moines,0.8,160000,0.045,51230,Alvord
7849,Des Moines,0.8,160000,0.045,51240,Inwood
7850,Des Moines,0.75,180000,0.045,51241,Larchwood
7851,Des Moines,0.75,180000,0.045,51242,Lester
7852,Des Moines,0.75,180000,0.045,51243,Little Rock
7853,Des Moines,0.75,180000,0.045,51237,George
7854,Des Moines,0.75,180000,0.045,51235,Doon
7855,Des Moines,0.75,180000,0.045,51246,Rock Rapids
7856,Des Moines,0.75,180000,0.045,51230,Alvord
7857,Des Moines,0.75,180000,0.045,51240,Inwood
7858,Des Moines,0.8,86400,0.0425,51241,Larchwood
7859,Des Moines,0.8,86400,0.0425,51242,Lester
7860,Des Moines,0.8,86400,0.0425,51243,Little Rock
7861,Des Moines,0.8,86400,0.0425,51237,George
7862,Des Moines,0.8,86400,0.0425,51235,Doon
7863,Des Moines,0.8,86400,0.0425,51246,Rock Rapids
7864,Des Moines,0.8,86400,0.0425,51230,Alvord
7865,Des Moines,0.8,86400,0.0425,51240,Inwood
7866,Des Moines,0.78,170000,0.0475,51241,Larchwood
7867,Des Moines,0.78,170000,0.0475,51242,Lester
7868,Des Moines,0.78,170000,0.0475,51243,Little Rock
7869,Des Moines,0.78,170000,0.0475,51237,George
7870,Des Moines,0.78,170000,0.0475,51235,Doon
7871,Des Moines,0.78,170000,0.0475,51246,Rock Rapids
7872,Des Moines,0.78,170000,0.0475,51230,Alvord
7873,Des Moines,0.78,170000,0.0475,51240,Inwood
7874,Des Moines,0.8,148000,0.0425,51241,Larchwood
7875,Des Moines,0.8,148000,0.0425,51242,Lester
7876,Des Moines,0.8,148000,0.0425,51243,Little Rock
7877,Des Moines,0.8,148000,0.0425,51237,George
7878,Des Moines,0.8,148000,0.0425,51235,Doon
7879,Des Moines,0.8,148000,0.0425,51246,Rock Rapids
7880,Des Moines,0.8,148000,0.0425,51230,Alvord
7881,Des Moines,0.8,148000,0.0425,51240,Inwood
7882,Des Moines,0.8,191440,0.0388,51241,Larchwood
7883,Des Moines,0.8,191440,0.0388,51242,Lester
7884,Des Moines,0.8,191440,0.0388,51243,Little Rock
7885,Des Moines,0.8,191440,0.0388,51237,George
7886,Des Moines,0.8,191440,0.0388,51235,Doon
7887,Des Moines,0.8,191440,0.0388,51246,Rock Rapids
7888,Des Moines,0.8,191440,0.0388,51230,Alvord
7889,Des Moines,0.8,191440,0.0388,51240,Inwood
7890,Des Moines,0.65,95000,0.045,51241,Larchwood
7891,Des Moines,0.65,95000,0.045,51242,Lester
7892,Des Moines,0.65,95000,0.045,51243,Little Rock
7893,Des Moines,0.65,95000,0.045,51237,George
7894,Des Moines,0.65,95000,0.045,51235,Doon
7895,Des Moines,0.65,95000,0.045,51246,Rock Rapids
7896,Des Moines,0.65,95000,0.045,51230,Alvord
7897,Des Moines,0.65,95000,0.045,51240,Inwood
