zip,year,bank,tractrat,income,bocreditscore,ltv,amount,rate,zipcode,city,state,metro,countyname,avghomevalue2016,avghomevalue2018
40915,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.5096,149397,4,0.62,215400,0.0413,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.1028,118350,3,0.87,381000,0.0488,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.3549,153600,5,0.8,380000,0.0475,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.0747,91215,5,0.78,312000,0.0488,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,0.9366,87049,4,0.8,155600,0.0463,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.1028,64655,5,0.8,132000,0.0475,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,0.9366,60000,5,0.8,148000,0.0463,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.6802,101218,5,0.62,285000,0.0425,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.3549,188698,4,0.78,453100,0.04,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.5096,88050,5,0.79,220000,0.0463,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.1028,120838,5,0.8,264000,0.0425,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.1028,237984,5,0.8,313000,0.045,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,0.9366,76026,4,0.8,175032,0.0463,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.1281,106709,4,0.8,268000,0.0488,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.0747,152967,5,0.8,192800,0.0438,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40997,Bimble,KY,London,Knox County,16469,24313
40771,2018,Cincinnati,1.1028,106504,4,0.74,224100,0.0475,40771,Rockholds,KY,London,Whitley County,51764,58606
40923,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40923,Bimble,KY,London,Knox County,64397,71144
40921,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40921,Barbourville,KY,London,Knox County,47335,54641
40915,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40915,Bimble,KY,London,Knox County,73812,82456
40906,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40906,Barbourville,KY,London,Knox County,67557,74312
40903,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40903,Barbourville,KY,London,Knox County,46465,55293
40982,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40982,Scalf,KY,London,Knox County,18574,23007
40734,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40734,Gray,KY,London,Knox County,54442,65118
40946,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40946,Bimble,KY,London,Knox County,53708,60308
40943,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40943,Gray,KY,London,Knox County,66279,74508
40935,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40935,Bimble,KY,London,Knox County,34648,41852
40953,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40953,Bimble,KY,London,Knox County,57782,64269
40949,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40949,Barbourville,KY,London,Knox County,68837,76272
40997,2018,Cincinnati,1.1028,101408,5,0.95,261250,0.04,40997,Bimble,KY,London,Knox County,16469,24313
